train/loss_total_step,dice_step,ppv_step,iou_step,epoch,step,val/loss_total_step,val/loss_total_epoch,dice_epoch,ppv_epoch,iou_epoch,val_loss,val_dice,val_ppv_pixels,val_IoU,val_ppv_clusters,train/loss_total_epoch,train_loss,train_dice,train_ppv_pixels,train_IoU,train_ppv_clusters
3.011862277984619,0.12957704672589898,0.1088709682226181,0.0023312035482376814,0,49,,,,,,,,,,,,,,,,
,3.2656494755058553e-19,0.0,0.0,,0,3.503753900527954,,,,,,,,,,,,,,,
,9.833652498248075e-19,0.0,0.0,,1,3.2786507606506348,,,,,,,,,,,,,,,
,0.002333914861083031,0.002161760814487934,0.0011724301148205996,,2,3.6567299365997314,,,,,,,,,,,,,,,
,0.4650799334049225,0.736596554517746,0.31067897379398346,,3,3.3806445598602295,,,,,,,,,,,,,,,
,0.08646213263273239,0.1141643077135086,0.05226977914571762,,4,3.333777666091919,,,,,,,,,,,,,,,
,0.10214085876941681,0.0662987008690834,0.06418154388666153,,5,3.032101631164551,,,,,,,,,,,,,,,
,3.6574156229841805e-18,0.0,0.0,,6,3.2669143676757812,,,,,,,,,,,,,,,
,0.1250971257686615,0.23816567659378052,0.08341968804597855,,7,3.2159111499786377,,,,,,,,,,,,,,,
,0.17538531497120857,0.352460615336895,0.108827605843544,,8,3.160663604736328,,,,,,,,,,,,,,,
,0.2184569276869297,0.44800394773483276,0.17356792651116848,,9,3.088182210922241,,,,,,,,,,,,,,,
,0.03382451459765434,0.03558844327926636,0.018139367923140526,,10,3.484083652496338,,,,,,,,,,,,,,,
,2.8300655353408075e-18,0.0,0.0,,11,3.275325298309326,,,,,,,,,,,,,,,
,0.19211802631616592,0.40166667103767395,0.13190978579223156,,12,3.0470383167266846,,,,,,,,,,,,,,,
,0.13538812100887299,0.09480246342718601,0.0866810018196702,,13,2.849210500717163,,,,,,,,,,,,,,,
,0.10986688733100891,0.0987907201051712,0.07040346413850784,,14,3.6183271408081055,,,,,,,,,,,,,,,
,0.07820466160774231,0.14128290116786957,0.04635225608944893,,15,3.2263669967651367,,,,,,,,,,,,,,,
,0.2086060270667076,0.4352497657140096,0.14067642266551653,,16,5.698030471801758,,,,,,,,,,,,,,,
,,,,0,55,,3.384549379348755,0.11228733965710028,0.1824728410079408,0.07481260537934392,3.4185712337493896,0.11228733965710028,0.1824728410079408,0.07481260537934392,0.8043478260869565,,,,,,
,,,,0,55,,,0.4717472954375275,0.04024454524049951,0.01777733098358956,,,,,,2.4764487743377686,2.471757650375366,0.4717472954375275,0.04024454524049951,0.01777733098358956,0.7288135593220338
1.9220730066299438,0.6107090264558792,0.1792437843978405,0.07112240791320801,1,99,,,,,,,,,,,,,,,,
