cluster_id,peak_x,peak_y,peak_z,peak_value,volume_mm,aal,desikan_killiany,harvard_oxford
1.0,39.0,-21.0,17.0,96.0,3073.0,Rolandic_Oper_R,Unknown,47.0% Right_Parietal_Operculum_Cortex; 22.0% Right_Central_Opercular_Cortex; 10.0% Right_Heschl's_Gyrus_(includes_H1_and_H2); 6.0% Right_Insular_Cortex
