train/loss_total_step,dice_step,ppv_step,iou_step,epoch,step,val/loss_total_step,val/loss_total_epoch,dice_epoch,ppv_epoch,iou_epoch,val_loss,val_dice,val_ppv_pixels,val_IoU,val_ppv_clusters,train/loss_total_epoch,train_loss,train_dice,train_ppv_pixels,train_IoU,train_ppv_clusters
2.6046931743621826,0.7182025760412216,0.0820230171084404,0.07430174201726913,0,49,,,,,,,,,,,,,,,,
,0.20148316025733948,0.21886947751045227,0.16873684525489807,,0,3.243410110473633,,,,,,,,,,,,,,,
,0.08135873079299927,0.048602402210235596,0.048584990203380585,,1,3.0005037784576416,,,,,,,,,,,,,,,
,0.17457953095436096,0.2065713107585907,0.1341184377670288,,2,2.9875597953796387,,,,,,,,,,,,,,,
,0.11285097151994705,0.20679420232772827,0.0728730857372284,,3,2.817884683609009,,,,,,,,,,,,,,,
,0.06715172529220581,0.03879725933074951,0.03878479823470116,,4,2.9105992317199707,,,,,,,,,,,,,,,
,0.3535313308238983,0.3154476284980774,0.2737816125154495,,5,2.2284657955169678,,,,,,,,,,,,,,,
,0.30002112686634064,0.23243843019008636,0.21580936759710312,,6,2.154642105102539,,,,,,,,,,,,,,,
,0.17909379675984383,0.4200902730226517,0.11626449227333069,,7,2.4152514934539795,,,,,,,,,,,,,,,
,0.14194528758525848,0.13915374875068665,0.09910865873098373,,8,3.3317878246307373,,,,,,,,,,,,,,,
,1.5201311891376546e-18,0.0,0.0,,9,3.248061418533325,,,,,,,,,,,,,,,
,0.02066819614265114,0.024011396802961826,0.010755326744401827,,10,3.2313573360443115,,,,,,,,,,,,,,,
,0.39919260144233704,0.3525061830878258,0.2757800295948982,,11,2.5226879119873047,,,,,,,,,,,,,,,
,0.11434607207775116,0.0741247907280922,0.0741247907280922,,12,2.386547803878784,,,,,,,,,,,,,,,
,6.298029963148051e-19,0.0,0.0,,13,3.1693856716156006,,,,,,,,,,,,,,,
,0.09169161319732666,0.25,0.05614115670323372,,14,2.8394737243652344,,,,,,,,,,,,,,,
,,,,0,56,,2.832507610321045,0.149194276247484,0.1684938068812092,0.10565757280564866,2.832508087158203,0.149194276247484,0.1684938068812092,0.10565757280564866,0.6714285714285714,,,,,,
,,,,0,56,,,0.45735168924428443,0.07220523462917587,0.02515439419161674,,,,,,2.892136335372925,2.890721321105957,0.45735168924428443,0.07220523462917587,0.02515439419161674,0.5779467680608364
0.9289439916610718,0.7500183392021427,1.161332238552859e-05,9.17027318791952e-06,1,99,,,,,,,,,,,,,,,,
,0.17500749230384827,0.24537815153598785,0.13462425768375397,,15,3.3645269870758057,,,,,,,,,,,,,,,
,0.1261654943227768,0.09232409298419952,0.08437256515026093,,16,3.535188674926758,,,,,,,,,,,,,,,
,0.1109013706445694,0.24946922063827515,0.07125530391931534,,17,3.201498508453369,,,,,,,,,,,,,,,
,0.04090908914804459,0.25,0.02227722853422165,,18,2.7765774726867676,,,,,,,,,,,,,,,
,8.995360265129046e-19,0.0,0.0,,19,2.6725032329559326,,,,,,,,,,,,,,,
,0.3568834364414215,0.4240102171897888,0.2824877128005028,,20,2.706234931945801,,,,,,,,,,,,,,,
,0.30238327383995056,0.4188513904809952,0.23749345168471336,,21,2.886409282684326,,,,,,,,,,,,,,,
,0.06411337852478027,0.24081115424633026,0.03677182272076607,,22,3.9870316982269287,,,,,,,,,,,,,,,
,0.08245012164115906,0.16740506887435913,0.04936543479561806,,23,4.08265495300293,,,,,,,,,,,,,,,
,9.992534842916029e-18,0.0,0.0,,24,3.4000301361083984,,,,,,,,,,,,,,,
,0.0013605442363768827,0.0037878789007663727,0.0006821282440796494,,25,3.5350706577301025,,,,,,,,,,,,,,,
,0.21437325328588486,0.3073810487985611,0.1365710347890854,,26,2.2664730548858643,,,,,,,,,,,,,,,
,0.16247709095478058,0.12053224444389343,0.12034522742033005,,27,3.326000928878784,,,,,,,,,,,,,,,
,8.013435167446849e-18,0.0,0.0,,28,3.138240098953247,,,,,,,,,,,,,,,
,8.702053910639048e-19,0.0,0.0,,29,2.8975718021392822,,,,,,,,,,,,,,,
,,,,1,113,,3.1850674152374268,0.10913496968957286,0.16799669787287713,0.07841641118284315,3.185067892074585,0.10913496968957286,0.16799669787287713,0.07841641118284315,0.7575757575757576,,,,,,
,,,,1,113,,,0.4901550424215474,0.07428263942651363,0.03466212567898466,,,,,,1.991391897201538,1.989309549331665,0.4901550424215474,0.07428263942651363,0.03466212567898466,0.5510204081632653
2.778026819229126,0.25,0.0,0.0,2,149,,,,,,,,,,,,,,,,
,0.03668536990880966,0.25,0.019795062020421028,,30,3.496342658996582,,,,,,,,,,,,,,,
,0.027137545868754387,0.07073643058538437,0.014347484335303307,,31,3.543023109436035,,,,,,,,,,,,,,,
,0.016147974878549576,0.25,0.008343446999788284,,32,3.3624846935272217,,,,,,,,,,,,,,,
,3.896108521366056e-18,0.0,0.0,,33,2.978503942489624,,,,,,,,,,,,,,,
,9.905454877344975e-19,0.0,0.0,,34,2.954669237136841,,,,,,,,,,,,,,,
,0.025746652856469154,0.2118644118309021,0.013572203926742077,,35,3.2429897785186768,,,,,,,,,,,,,,,
,0.059954751282930374,0.25,0.034061696380376816,,36,3.3479299545288086,,,,,,,,,,,,,,,
,1.33095832408097e-19,0.0,0.0,,37,3.8297040462493896,,,,,,,,,,,,,,,
,9.132183757887045e-19,0.0,0.0,,38,3.6254470348358154,,,,,,,,,,,,,,,
,9.992534842916029e-18,0.0,0.0,,39,3.5413851737976074,,,,,,,,,,,,,,,
,0.006185567006468774,0.01807228848338127,0.00313152396120131,,40,3.502962350845337,,,,,,,,,,,,,,,
,0.014534012414515022,0.18798449635505676,0.007484567817300558,,41,2.930849313735962,,,,,,,,,,,,,,,
,0.008849557489156728,0.054054055362939835,0.0045045046135783195,,42,3.533972978591919,,,,,,,,,,,,,,,
,8.015575555442967e-18,0.0,0.0,,43,3.239518165588379,,,,,,,,,,,,,,,
,9.120390165680085e-19,0.0,0.0,,44,2.9503700733184814,,,,,,,,,,,,,,,
,,,,2,170,,3.338677167892456,0.013016095447043578,0.08618077884117763,0.007016032670314113,3.338677167892456,0.01301609544704358,0.08618077884117763,0.007016032670314113,0.7837837837837838,,,,,,
,,,,2,170,,,0.456872054609055,0.027320621564092235,0.012272473375112678,,,,,,2.1368446350097656,2.1247944831848145,0.456872054609055,0.027320621564092235,0.012272473375112678,0.5237449118046132
2.0035436153411865,0.5015797363594174,0.07988583506084979,0.07916230778209865,3,199,,,,,,,,,,,,,,,,
,0.19622942805290222,0.22822730243206024,0.16149476170539856,,45,3.1505963802337646,,,,,,,,,,,,,,,
,0.10988397896289825,0.07253313809633255,0.07041750103235245,,46,3.1696994304656982,,,,,,,,,,,,,,,
,0.21251426450908184,0.27855056896805763,0.1412409646436572,,47,13.845640182495117,,,,,,,,,,,,,,,
,0.11777979135513306,0.16219881155120675,0.07691057382908184,,48,12.178804397583008,,,,,,,,,,,,,,,
,5.587141816652672e-19,0.0,0.0,,49,13.97803020477295,,,,,,,,,,,,,,,
,0.27803918719291687,0.20885664224624634,0.19276772439479828,,50,3.15802264213562,,,,,,,,,,,,,,,
,0.30774272058624774,0.24983986368170008,0.22725934436311945,,51,3.1883203983306885,,,,,,,,,,,,,,,
,0.22373642772436142,0.28654851019382477,0.14457450807094574,,52,3.210395097732544,,,,,,,,,,,,,,,
,0.1088961586356163,0.08503717184066772,0.06960821896791458,,53,3.3740227222442627,,,,,,,,,,,,,,,
,6.262898164660374e-19,0.0,0.0,,54,3.2852542400360107,,,,,,,,,,,,,,,
,0.04726728703826666,0.04835089109838009,0.02514926763251424,,55,3.285454750061035,,,,,,,,,,,,,,,
,0.3332730457186699,0.30396586656570435,0.21602024510502815,,56,15.289745330810547,,,,,,,,,,,,,,,
,0.12931033968925476,0.0872092992067337,0.0872092992067337,,57,3.225567579269409,,,,,,,,,,,,,,,
,0.005919585935771465,0.0029990575276315212,0.0029952542390674353,,58,11.196325302124023,,,,,,,,,,,,,,,
,0.11284598708152771,0.25,0.07286892831325531,,59,16.17151641845703,,,,,,,,,,,,,,,
,,,,3,227,,7.447160720825195,0.14556254683217654,0.15095447489390304,0.09923443943359113,7.447160243988037,0.14556254683217654,0.15095447489390304,0.09923443943359113,0.314410480349345,,,,,,
,,,,3,227,,,0.47985367038072463,0.0769987004621165,0.02678071884872049,,,,,,1.893549919128418,1.886171817779541,0.47985367038072463,0.0769987004621165,0.02678071884872049,0.5435005117707267
1.6059749126434326,0.43305640295147896,0.22433795779943466,0.033026705496013165,4,249,,,,,,,,,,,,,,,,
,0.19038817286491394,0.15783022344112396,0.1537313461303711,,60,3.0862045288085938,,,,,,,,,,,,,,,
,0.07376492768526077,0.04326540231704712,0.04326540231704712,,61,2.4231958389282227,,,,,,,,,,,,,,,
,0.1685884576290846,0.1445918818935752,0.12385562504641712,,62,2.969899892807007,,,,,,,,,,,,,,,
,0.13754352927207947,0.19073748588562012,0.09486899524927139,,63,2.8674070835113525,,,,,,,,,,,,,,,
,0.14407144486904144,0.10477308183908463,0.10119407624006271,,64,2.8829596042633057,,,,,,,,,,,,,,,
,0.2635502219200134,0.17975828051567078,0.1790274754166603,,65,2.1533732414245605,,,,,,,,,,,,,,,
,0.2731272056698799,0.19892138987779617,0.19412653893232346,,66,1.9516617059707642,,,,,,,,,,,,,,,
,0.21683232486248016,0.33964143693447113,0.14114898815751076,,67,2.41875958442688,,,,,,,,,,,,,,,
,0.14135533571243286,0.11606905609369278,0.09853438287973404,,68,3.0939700603485107,,,,,,,,,,,,,,,
,1.2377904125991025e-18,0.0,0.0,,69,3.1645188331604004,,,,,,,,,,,,,,,
,0.043633985333144665,0.04276973009109497,0.0231608129106462,,70,3.0824668407440186,,,,,,,,,,,,,,,
,0.3776612803339958,0.3428592309355736,0.25544165074825287,,71,2.4077069759368896,,,,,,,,,,,,,,,
,0.0817895159125328,0.0488925538957119,0.0488925538957119,,72,2.327270030975342,,,,,,,,,,,,,,,
,4.056778067295613e-19,0.0,0.0,,73,3.2169737815856934,,,,,,,,,,,,,,,
,0.0632506012916565,0.25,0.036205317825078964,,74,2.9267237186431885,,,,,,,,,,,,,,,
,,,,4,284,,2.731539249420166,0.1450371335571011,0.14400731691469748,0.09956354438327253,2.731539487838745,0.1450371335571011,0.14400731691469748,0.09956354438327253,0.3414179104477612,,,,,,
,,,,4,284,,,0.4753081975184678,0.050908134308563106,0.02381706628081143,,,,,,1.9439624547958374,1.949528455734253,0.4753081975184678,0.050908134308563106,0.02381706628081143,0.4960346070656092
1.3457000255584717,0.6846215629484504,0.05333212134428322,0.0383380688726902,5,299,,,,,,,,,,,,,,,,
,0.19821766018867493,0.2358611822128296,0.16420581936836243,,75,3.1523776054382324,,,,,,,,,,,,,,,
,0.09870154410600662,0.06204163655638695,0.061488863080739975,,76,2.4106009006500244,,,,,,,,,,,,,,,
,0.1668564984574914,0.23011721018701792,0.12114911037497222,,77,2.8184926509857178,,,,,,,,,,,,,,,
,0.06446744501590729,0.25,0.037004951387643814,,78,2.856614589691162,,,,,,,,,,,,,,,
,7.045790687112003e-19,0.0,0.0,,79,2.876150131225586,,,,,,,,,,,,,,,
,0.3604357987642288,0.35353897511959076,0.2864850237965584,,80,2.38657546043396,,,,,,,,,,,,,,,
,0.2893422320485115,0.3232402503490448,0.21216261386871338,,81,1.9754713773727417,,,,,,,,,,,,,,,
,0.12594462372362614,0.36913755536079407,0.07831013854593039,,82,2.660696029663086,,,,,,,,,,,,,,,
,0.08317843824625015,0.1657407432794571,0.04988851770758629,,83,3.2406466007232666,,,,,,,,,,,,,,,
,1.5298246860916163e-18,0.0,0.0,,84,3.287689685821533,,,,,,,,,,,,,,,
,0.01631954964250326,0.04314953461289406,0.008331228978931904,,85,3.2350521087646484,,,,,,,,,,,,,,,
,0.3558950498700142,0.42137517035007477,0.23419063538312912,,86,2.449336051940918,,,,,,,,,,,,,,,
,0.14350034296512604,0.10069669783115387,0.1006314754486084,,87,2.416491746902466,,,,,,,,,,,,,,,
,7.538049472401619e-19,0.0,0.0,,88,3.0830321311950684,,,,,,,,,,,,,,,
,0.06114239618182182,0.25,0.03483043238520622,,89,2.895263671875,,,,,,,,,,,,,,,
,,,,5,341,,2.782966136932373,0.1309334386140108,0.1869932637239496,0.09257858735509217,2.782966136932373,0.1309334386140108,0.1869932637239496,0.09257858735509217,0.3760262725779967,,,,,,
